index,ID,satellite,time,score_scenario,selected
0,0127,0,2026-04-23 09:42:30,0.4816112084063047,0
1,0127,0,2026-04-23 09:42:40,0.4816112084063047,1
2,0127,0,2026-04-23 09:42:50,0.4816112084063047,0
3,0127,0,2026-04-23 09:43:00,0.4816112084063047,0
4,0127,0,2026-04-23 09:43:10,0.4816112084063047,0
5,0127,0,2026-04-23 09:43:20,0.4816112084063047,0
6,0083,0,2026-04-23 09:43:30,0.7574430823117339,1
7,0127,0,2026-04-23 09:43:30,0.4816112084063047,0
8,0148,0,2026-04-23 09:43:30,0.3721541155866900,0
9,0083,0,2026-04-23 09:43:40,0.7574430823117339,0
10,0117,0,2026-04-23 09:43:40,0.1742556917688266,0
11,0127,0,2026-04-23 09:43:40,0.4816112084063047,0
12,0148,0,2026-04-23 09:43:40,0.3721541155866900,0
13,0083,0,2026-04-23 09:43:50,0.7574430823117339,0
14,0117,0,2026-04-23 09:43:50,0.1742556917688266,0
15,0127,0,2026-04-23 09:43:50,0.4816112084063047,0
16,0148,0,2026-04-23 09:43:50,0.3721541155866900,1
17,0083,0,2026-04-23 09:44:00,0.7574430823117339,0
18,0117,0,2026-04-23 09:44:00,0.1742556917688266,0
19,0127,0,2026-04-23 09:44:00,0.4816112084063047,0
20,0148,0,2026-04-23 09:44:00,0.3721541155866900,0
21,0083,0,2026-04-23 09:44:10,0.7574430823117339,0
22,0117,0,2026-04-23 09:44:10,0.1742556917688266,0
23,0148,0,2026-04-23 09:44:10,0.3721541155866900,0
24,0076,0,2026-04-23 09:44:20,0.4816112084063047,0
25,0083,0,2026-04-23 09:44:20,0.7574430823117339,0
26,0117,0,2026-04-23 09:44:20,0.1742556917688266,0
27,0148,0,2026-04-23 09:44:20,0.3721541155866900,1
28,0202,0,2026-04-23 09:44:20,0.7574430823117339,0
29,0076,0,2026-04-23 09:44:30,0.4816112084063047,0
30,0083,0,2026-04-23 09:44:30,0.7574430823117339,0
31,0117,0,2026-04-23 09:44:30,0.1742556917688266,0
32,0148,0,2026-04-23 09:44:30,0.3721541155866900,0
33,0202,0,2026-04-23 09:44:30,0.7574430823117339,0
34,0076,0,2026-04-23 09:44:40,0.4816112084063047,0
35,0083,0,2026-04-23 09:44:40,0.7574430823117339,0
36,0117,0,2026-04-23 09:44:40,0.1742556917688266,1
