index,ID,satellite,time,score_scenario,selected
0,0167,0,2026-06-13 10:33:50,0.5189573459715640,0
1,0167,0,2026-06-13 10:34:00,0.5189573459715640,0
2,0167,0,2026-06-13 10:34:10,0.5189573459715640,0
3,0391,0,2026-06-13 10:34:10,0.1931279620853081,0
4,0167,0,2026-06-13 10:34:20,0.5189573459715640,0
5,0194,0,2026-06-13 10:34:20,0.6125592417061612,0
6,0391,0,2026-06-13 10:34:20,0.1931279620853081,0
7,0167,0,2026-06-13 10:34:30,0.5189573459715640,0
8,0194,0,2026-06-13 10:34:30,0.6125592417061612,0
9,0391,0,2026-06-13 10:34:30,0.1931279620853081,0
10,0167,0,2026-06-13 10:34:40,0.5189573459715640,0
11,0194,0,2026-06-13 10:34:40,0.6125592417061612,0
12,0391,0,2026-06-13 10:34:40,0.1931279620853081,0
13,0167,0,2026-06-13 10:34:50,0.5189573459715640,0
14,0194,0,2026-06-13 10:34:50,0.6125592417061612,0
15,0391,0,2026-06-13 10:34:50,0.1931279620853081,0
16,0167,0,2026-06-13 10:35:00,0.5189573459715640,0
17,0194,0,2026-06-13 10:35:00,0.6125592417061612,0
18,0391,0,2026-06-13 10:35:00,0.1931279620853081,0
19,0167,0,2026-06-13 10:35:10,0.5189573459715640,0
20,0194,0,2026-06-13 10:35:10,0.6125592417061612,0
21,0306,0,2026-06-13 10:35:10,0.6528436018957346,1
22,0391,0,2026-06-13 10:35:10,0.1931279620853081,0
23,0167,0,2026-06-13 10:35:20,0.5189573459715640,0
24,0194,0,2026-06-13 10:35:20,0.6125592417061612,0
25,0306,0,2026-06-13 10:35:20,0.6528436018957346,0
26,0391,0,2026-06-13 10:35:20,0.1931279620853081,0
27,0194,0,2026-06-13 10:35:30,0.6125592417061612,0
28,0391,0,2026-06-13 10:35:30,0.1931279620853081,0
29,0194,0,2026-06-13 10:35:40,0.6125592417061612,0
30,0391,0,2026-06-13 10:35:40,0.1931279620853081,0
31,0391,0,2026-06-13 10:35:50,0.1931279620853081,1
32,0219,0,2026-06-13 10:38:10,1.0000000000000000,0
33,0219,0,2026-06-13 10:38:20,1.0000000000000000,0
34,0219,0,2026-06-13 10:38:30,1.0000000000000000,0
35,0357,0,2026-06-13 10:38:30,0.1931279620853081,0
36,0219,0,2026-06-13 10:38:40,1.0000000000000000,0
37,0311,0,2026-06-13 10:38:40,0.6125592417061612,0
38,0357,0,2026-06-13 10:38:40,0.1931279620853081,0
39,0493,0,2026-06-13 10:38:40,0.5189573459715640,0
40,0219,0,2026-06-13 10:38:50,1.0000000000000000,0
41,0311,0,2026-06-13 10:38:50,0.6125592417061612,0
42,0357,0,2026-06-13 10:38:50,0.1931279620853081,0
43,0493,0,2026-06-13 10:38:50,0.5189573459715640,0
44,0219,0,2026-06-13 10:39:00,1.0000000000000000,0
45,0311,0,2026-06-13 10:39:00,0.6125592417061612,0
46,0357,0,2026-06-13 10:39:00,0.1931279620853081,0
47,0493,0,2026-06-13 10:39:00,0.5189573459715640,0
48,0219,0,2026-06-13 10:39:10,1.0000000000000000,1
49,0311,0,2026-06-13 10:39:10,0.6125592417061612,0
50,0357,0,2026-06-13 10:39:10,0.1931279620853081,0
51,0493,0,2026-06-13 10:39:10,0.5189573459715640,0
52,0219,0,2026-06-13 10:39:20,1.0000000000000000,0
53,0311,0,2026-06-13 10:39:20,0.6125592417061612,0
54,0357,0,2026-06-13 10:39:20,0.1931279620853081,0
55,0493,0,2026-06-13 10:39:20,0.5189573459715640,0
56,0219,0,2026-06-13 10:39:30,1.0000000000000000,0
57,0311,0,2026-06-13 10:39:30,0.6125592417061612,0
58,0357,0,2026-06-13 10:39:30,0.1931279620853081,0
59,0493,0,2026-06-13 10:39:30,0.5189573459715640,0
60,0219,0,2026-06-13 10:39:40,1.0000000000000000,0
61,0311,0,2026-06-13 10:39:40,0.6125592417061612,0
62,0357,0,2026-06-13 10:39:40,0.1931279620853081,0
63,0493,0,2026-06-13 10:39:40,0.5189573459715640,0
64,0311,0,2026-06-13 10:39:50,0.6125592417061612,0
65,0357,0,2026-06-13 10:39:50,0.1931279620853081,0
66,0493,0,2026-06-13 10:39:50,0.5189573459715640,0
67,0311,0,2026-06-13 10:40:00,0.6125592417061612,0
68,0357,0,2026-06-13 10:40:00,0.1931279620853081,0
69,0493,0,2026-06-13 10:40:00,0.5189573459715640,1
70,0311,0,2026-06-13 10:40:10,0.6125592417061612,0
71,0357,0,2026-06-13 10:40:10,0.1931279620853081,0
72,0493,0,2026-06-13 10:40:10,0.5189573459715640,0
73,0311,0,2026-06-13 10:40:20,0.6125592417061612,0
74,0357,0,2026-06-13 10:40:20,0.1931279620853081,0
75,0493,0,2026-06-13 10:40:20,0.5189573459715640,0
76,0496,0,2026-06-13 10:40:20,0.1078199052132701,0
77,0493,0,2026-06-13 10:40:30,0.5189573459715640,0
78,0496,0,2026-06-13 10:40:30,0.1078199052132701,1
79,0496,0,2026-06-13 10:40:40,0.1078199052132701,0
80,0066,0,2026-06-13 10:40:50,0.3744075829383886,0
81,0496,0,2026-06-13 10:40:50,0.1078199052132701,0
82,0066,0,2026-06-13 10:41:00,0.3744075829383886,0
83,0496,0,2026-06-13 10:41:00,0.1078199052132701,0
84,0066,0,2026-06-13 10:41:10,0.3744075829383886,0
85,0496,0,2026-06-13 10:41:10,0.1078199052132701,0
86,0066,0,2026-06-13 10:41:20,0.3744075829383886,0
87,0496,0,2026-06-13 10:41:20,0.1078199052132701,0
88,0066,0,2026-06-13 10:41:30,0.3744075829383886,0
89,0496,0,2026-06-13 10:41:30,0.1078199052132701,0
90,0066,0,2026-06-13 10:41:40,0.3744075829383886,0
91,0496,0,2026-06-13 10:41:40,0.1078199052132701,0
92,0066,0,2026-06-13 10:41:50,0.3744075829383886,0
93,0496,0,2026-06-13 10:41:50,0.1078199052132701,0
94,0066,0,2026-06-13 10:42:00,0.3744075829383886,0
95,0496,0,2026-06-13 10:42:00,0.1078199052132701,0
96,0188,0,2026-06-13 10:44:30,0.5189573459715640,0
97,0188,0,2026-06-13 10:44:40,0.5189573459715640,0
98,0188,0,2026-06-13 10:44:50,0.5189573459715640,0
99,0188,0,2026-06-13 10:45:00,0.5189573459715640,0
100,0188,0,2026-06-13 10:45:10,0.5189573459715640,0
101,0188,0,2026-06-13 10:45:20,0.5189573459715640,1
102,0188,0,2026-06-13 10:45:30,0.5189573459715640,0
103,0188,0,2026-06-13 10:45:40,0.5189573459715640,0
104,0188,0,2026-06-13 10:45:50,0.5189573459715640,1
105,0065,0,2026-06-13 10:46:10,0.6528436018957346,0
106,0065,0,2026-06-13 10:46:20,0.6528436018957346,0
107,0404,0,2026-06-13 10:46:20,0.5189573459715640,0
108,0065,0,2026-06-13 10:46:30,0.6528436018957346,0
109,0404,0,2026-06-13 10:46:30,0.5189573459715640,0
110,0065,0,2026-06-13 10:46:40,0.6528436018957346,0
111,0404,0,2026-06-13 10:46:40,0.5189573459715640,0
112,0065,0,2026-06-13 10:46:50,0.6528436018957346,0
113,0404,0,2026-06-13 10:46:50,0.5189573459715640,0
114,0065,0,2026-06-13 10:47:00,0.6528436018957346,0
115,0404,0,2026-06-13 10:47:00,0.5189573459715640,0
