instance,run,seed,maxtime,timestamp,n,n_raw,requests,score,ofv,acquisitions,unique_requests_served,total_profit,total_area,time_to_best,solver_time,total_time,best_mh,pool_diversity,pool_size,stereo_pairs_complete,stereo_acq_selected,strip_acq_selected
500_8h_1sat,5,2026,60,2026-08-18T11:09:54,383,423,41,30.5910165484633580,-30.5910165484633936,55,40,51555.000000,27051.341892,17.588,60.016,60.017,GA,10,10,10,19,10
250_12h_2sat,5,2026,60,2026-08-18T11:10:54,401,424,25,20.2028301886792505,-20.2028301886792647,38,25,42607.000000,24419.623975,0.883,60.007,60.008,BRKGA,7,10,4,7,18
500_12h_1sat,5,2026,60,2026-08-18T11:11:54,416,456,44,32.8026315789473699,-32.8026315789474125,59,43,55647.000000,29492.084979,17.844,60.021,60.022,GA,10,10,10,19,12
250_8h_3sat,5,2026,60,2026-08-18T11:12:54,578,608,46,32.1595394736842195,-32.1595394736842479,60,45,67368.000000,32365.054222,6.489,60.009,60.010,BRKGA,10,10,6,11,18
250_12h_3sat,5,2026,60,2026-08-18T11:13:55,627,657,49,34.4490106544901096,-34.4490106544901522,65,48,73449.000000,35994.249772,8.060,60.008,60.010,BRKGA,10,10,6,11,22
250_24h_1sat,5,2026,60,2026-08-18T11:14:55,718,746,72,56.5670241286863202,-56.5670241286864268,101,71,108683.000000,65643.484173,13.148,60.012,60.014,BRKGA,10,10,7,15,45
250_8h_4sat,5,2026,60,2026-08-18T11:15:55,733,961,48,35.7304890738813796,-35.7304890738814365,62,47,68852.000000,33238.390781,12.429,60.009,60.011,BRKGA,10,10,6,11,18
500_8h_2sat,5,2026,60,2026-08-18T11:16:55,737,844,49,35.7973933649289222,-35.7973933649289506,65,48,61017.000000,31507.821736,4.831,60.009,60.011,BRKGA,10,10,10,19,14
500_12h_2sat,5,2026,60,2026-08-18T11:17:55,791,898,52,38.0679287305122500,-38.0679287305123282,69,51,65109.000000,33948.564823,29.889,60.008,60.009,GA,10,10,10,19,16
250_12h_4sat,5,2026,60,2026-08-18T11:18:56,855,1083,51,37.1218836565096808,-37.1218836565097305,67,50,74933.000000,36867.586331,10.758,60.008,60.010,BRKGA,10,10,6,11,22
1000_8h_1sat,5,2026,60,2026-08-18T11:19:56,930,975,97,67.5158974358974717,-67.5158974358975570,119,89,114214.000000,69695.785310,31.592,60.019,60.020,BRKGA,10,10,8,15,44
1000_12h_1sat,5,2026,60,2026-08-18T11:20:56,999,1046,102,71.4244741873805253,-71.4244741873806532,127,94,120737.000000,74682.123837,41.154,60.008,60.010,BRKGA,10,10,9,17,48
500_8h_3sat,5,2026,150,2026-08-18T11:23:26,1196,1326,95,66.0603318250377640,-66.0603318250378919,121,89,116894.000000,63238.143813,25.246,150.012,150.014,BRKGA,10,10,14,27,37
500_12h_3sat,5,2026,150,2026-08-18T11:25:57,1300,1430,103,71.6517482517482733,-71.6517482517484439,131,97,126383.000000,68879.029202,28.390,150.010,150.012,BRKGA,10,10,14,27,41
500_24h_1sat,5,2026,150,2026-08-18T11:28:27,1331,1387,139,102.4679163662580095,-102.4679163662582226,183,134,176079.000000,101125.781748,42.915,150.009,150.012,BRKGA,10,10,17,34,64
250_24h_2sat,5,2026,150,2026-08-18T11:30:57,1404,1564,90,67.9354219948848197,-67.9354219948850044,125,90,133388.000000,77676.710557,45.253,150.013,150.016,BRKGA,10,10,8,17,52
500_8h_4sat,5,2026,150,2026-08-18T11:33:27,1550,2113,98,65.9413156649313663,-65.9413156649314942,125,93,121149.000000,64698.730687,40.632,150.013,150.016,BRKGA,10,10,14,27,37
500_12h_4sat,5,2026,150,2026-08-18T11:35:58,1737,2406,106,69.9443059019119318,-69.9443059019120454,135,101,130638.000000,70339.616076,91.640,150.032,150.036,BRKGA,10,10,14,27,41
1000_8h_2sat,5,2026,150,2026-08-18T11:38:28,1750,2100,116,90.4871428571429419,-90.4871428571431551,158,116,152782.000000,90125.532453,60.486,150.031,150.035,BRKGA,10,10,13,27,56
1000_12h_2sat,5,2026,150,2026-08-18T11:40:58,1870,2222,121,94.5175517551755746,-94.5175517551757736,166,121,159207.000000,94790.075850,67.195,150.019,150.023,BRKGA,10,10,14,29,60
250_24h_3sat,5,2026,300,2026-08-18T11:45:59,2219,2499,177,114.3865546218487594,-114.3865546218490437,201,150,205781.000000,120700.382474,143.071,300.300,300.305,BRKGA,10,10,11,23,79
1000_8h_3sat,5,2026,300,2026-08-18T11:50:59,2629,3009,206,145.6214689265538027,-145.6214689265543427,258,193,256767.000000,147698.796979,225.375,300.430,300.435,BRKGA,10,10,18,37,94
500_24h_2sat,5,2026,300,2026-08-18T11:56:00,2651,3118,174,126.9114817190508262,-126.9114817190510394,239,173,234072.000000,131068.002022,244.781,300.511,300.517,BRKGA,10,10,22,45,84
1000_24h_1sat,5,2026,300,2026-08-18T12:01:01,2755,2858,284,181.4653603918827969,-181.4653603918830811,314,244,304949.000000,172821.835364,292.390,300.923,300.930,IPR,10,10,21,40,102
1000_12h_3sat,5,2026,300,2026-08-18T12:06:03,2872,3261,223,158.2005519779207816,-158.2005519779212079,282,209,280063.000000,160527.122542,236.576,301.033,301.039,BRKGA,10,10,21,43,103
250_24h_4sat,5,2026,300,2026-08-18T12:11:04,2891,3616,179,118.3725110619467955,-118.3725110619472787,203,153,207278.000000,121289.015275,217.119,300.643,300.649,BRKGA,10,10,11,23,78
1000_8h_4sat,5,2026,600,2026-08-18T12:21:05,3513,4618,213,154.1676050238197320,-154.1676050238205846,265,198,264004.000000,150400.281292,454.897,600.819,600.827,BRKGA,10,10,19,39,95
1000_12h_4sat,5,2026,600,2026-08-18T12:31:08,3912,5045,230,164.8523290386523001,-164.8523290386531244,288,214,284996.000000,163776.648351,490.196,602.500,602.508,BRKGA,10,10,21,43,105
500_24h_3sat,5,2026,600,2026-08-18T12:41:11,4307,4940,358,208.3228744939275430,-208.3228744939287083,391,288,387594.000000,213944.880695,593.367,602.930,602.940,BRKGA,10,10,32,63,142
1000_24h_2sat,5,2026,600,2026-08-18T12:51:19,5516,6212,351,243.1051191242752338,-243.1051191242762286,439,336,429102.000000,241529.391701,569.200,607.858,607.871,IPR,10,10,28,56,150
500_24h_4sat,5,2026,600,2026-08-18T13:01:26,5546,7052,361,204.5307714123652545,-204.5307714123663061,395,290,391462.000000,215592.990084,597.592,606.298,606.311,BRKGA,10,10,33,64,143
1000_24h_3sat,5,2026,900,2026-08-18T13:16:49,8733,9782,716,393.1361684727037300,-393.1361684727048100,700,528,683595.000000,388535.678130,900.147,922.824,922.847,VNS,10,10,52,104,245
1000_24h_4sat,5,2026,900,2026-08-18T13:32:55,11353,14139,722,400.6566942499487709,-400.6566942499488277,715,543,699464.000000,394684.779158,900.205,965.696,965.725,BRKGA-CS,10,10,49,99,251
